Disease,Description,Diet,Medication,Unnamed: 0_x,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Unnamed: 0.1,Unnamed: 0_y,workout
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",34,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated,176,176,Consult a healthcare professional
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",34,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated,177,177,Rest and conserve energy
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",34,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated,178,178,Gradually resume normal diet
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",34,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated,179,179,Follow medical recommendations
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,180,180,Consume easily digestible foods
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,181,181,Stay hydrated
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,182,182,Include nutrient-rich foods
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,183,183,Consume foods rich in vitamin C and antioxidants
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,184,184,Include protein-rich foods
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,185,185,Avoid fatty and greasy foods
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,186,186,Consult a healthcare professional
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,187,187,Gradually resume normal diet
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,188,188,Follow medical recommendations
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",25,eat high calorie vegitables,antiboitic therapy,consult doctor,medication,189,189,Avoid alcohol and caffeine
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,190,190,Stay hydrated
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,191,191,Consume nutrient-rich foods
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,192,192,Include protein-rich foods
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,193,193,Consume easily digestible foods
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,194,194,Limit fatty foods
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,195,195,Avoid alcohol and caffeine
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,196,196,Include vitamin C-rich foods
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,197,197,Consult a healthcare professional
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,198,198,Rest and conserve energy
hepatitis A,hepatitis A is a viral liver disease.,"['Hepatitis A Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",7,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,199,199,Gradually resume normal diet
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,200,200,Follow a balanced and nutritious diet
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,201,201,Stay hydrated
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,202,202,Include protein-rich foods
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,203,203,Consume nutrient-rich foods
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,204,204,Limit fatty foods
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,205,205,Avoid alcohol and caffeine
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,206,206,Include vitamin C-rich foods
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,207,207,Consult a healthcare professional
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,208,208,Rest and conserve energy
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,"['Hepatitis B Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",26,consult nearest hospital,vaccination,eat healthy,medication,209,209,Gradually resume normal diet
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,210,210,Follow a balanced and nutritious diet
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,211,211,Stay hydrated
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,212,212,Include protein-rich foods
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,213,213,Consume nutrient-rich foods
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,214,214,Limit fatty foods
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,215,215,Avoid alcohol and caffeine
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,216,216,Include vitamin C-rich foods
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,217,217,Consult a healthcare professional
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,218,218,Rest and conserve energy
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,"['Hepatitis C Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",28,Consult nearest hospital,vaccination,eat healthy,medication,219,219,Gradually resume normal diet
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,220,220,Follow a balanced and nutritious diet
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,221,221,Stay hydrated
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,222,222,Include protein-rich foods
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,223,223,Consume nutrient-rich foods
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,224,224,Limit fatty foods
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,225,225,Avoid alcohol and caffeine
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,226,226,Include vitamin C-rich foods
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,227,227,Consult a healthcare professional
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,228,228,Rest and conserve energy
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,"['Hepatitis D Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",35,consult doctor,medication,eat healthy,follow up,229,229,Gradually resume normal diet
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,230,230,Stay hydrated
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,231,231,Consume nutrient-rich foods
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,232,232,Include protein-rich foods
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,233,233,Consume easily digestible foods
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,234,234,Limit fatty foods
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,235,235,Avoid alcohol and caffeine
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,236,236,Include vitamin C-rich foods
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,237,237,Consult a healthcare professional
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,238,238,Rest and conserve energy
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,"['Hepatitis E Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",33,stop alcohol consumption,rest,consult doctor,medication,239,239,Gradually resume normal diet
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,240,240,Avoid alcohol consumption
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,241,241,Follow a balanced and nutritious diet
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,242,242,Stay hydrated
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,243,243,Consume nutrient-rich foods
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,244,244,Include protein-rich foods
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,245,245,Limit fatty foods
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,246,246,Include antioxidants
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,247,247,Consult a healthcare professional
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,248,248,Rest and conserve energy
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,"['Liver-Healthy Diet', 'Low-fat Diet', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",31,stop alcohol consumption,consult doctor,medication,follow up,249,249,Gradually resume normal diet
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,250,250,Consume a high-protein diet
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,251,251,Include nutrient-rich foods
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,252,252,Stay hydrated
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,253,253,Consume foods rich in vitamins A and C
